Product Name,Price,Category
Öznur 4 mm NYA Kablo (100m),3284.4,elektrik-ve-aydinlatma
Öznur 2.5 mm NYA Kablo (100m),2049.0,elektrik-ve-aydinlatma
Öztürk 3'lü Yön Avize,766.03,elektrik-ve-aydinlatma
Viko Topraklı Erkek Fiş,42.88,elektrik-ve-aydinlatma
Viko Topraklı Dişi Fiş,43.1,elektrik-ve-aydinlatma
Viko Mimoza Erkek Fiş,30.6,elektrik-ve-aydinlatma
Viko Karre Beyaz Vavien,61.57,elektrik-ve-aydinlatma
Viko Karre Beyaz Üçlü Çerçeve,35.44,elektrik-ve-aydinlatma
Viko Karre Beyaz Üçlü Anahtar,71.55,elektrik-ve-aydinlatma
Viko Karre Beyaz Tv Prizi,89.86,elektrik-ve-aydinlatma
Viko Karre Beyaz Topraklı Priz,62.82,elektrik-ve-aydinlatma
Viko Karre Beyaz Tekli Çerçeve,6.24,elektrik-ve-aydinlatma
Viko Karre Beyaz Numeris Cat3,59.91,elektrik-ve-aydinlatma
Viko Karre Beyaz Light Anahtar,51.17,elektrik-ve-aydinlatma
Viko Karre Beyaz Komitatör,60.74,elektrik-ve-aydinlatma
Viko Karre Beyaz Kapaklı Topraklı Priz,86.95,elektrik-ve-aydinlatma
Viko Karre Beyaz F Konnektör Uydu Prizi TV,113.99,elektrik-ve-aydinlatma
Viko Karre Beyaz Dimmer,323.24,elektrik-ve-aydinlatma
Viko Karre Beyaz Anahtar,49.09,elektrik-ve-aydinlatma
Viko Kaçak Akım Rolesi 3x40 300 mA,855.92,elektrik-ve-aydinlatma
Viko Kaçak Akım Rolesi 3x40 30 mA,855.92,elektrik-ve-aydinlatma
Viko Kaçak Akım Rolesi 1x40 300 mA,634.34,elektrik-ve-aydinlatma
Viko Kaçak Akım Rölesi 1x40 30 mA,634.34,elektrik-ve-aydinlatma
Viko Beyaz 3'lü Topraklı 5m Uzatmalı Grup Priz,418.25,elektrik-ve-aydinlatma
Viko Bakalit Ara Puar,69.36,elektrik-ve-aydinlatma
Viko 80A Kompakt Tip Termik Manyetik Güç Şalteri,1826.51,elektrik-ve-aydinlatma
Viko 63A Kompakt Tip Termik Manyetik Güç Şalteri,1655.29,elektrik-ve-aydinlatma
Öznur 1.5 mm NYA Kablo (100m),1249.0,elektrik-ve-aydinlatma
Viko 6'lı Kablosuz Grup Priz Klemensli,248.31,elektrik-ve-aydinlatma
Viko 6'lı Kablosuz Anahtarlı Grup Priz Klemensli,325.07,elektrik-ve-aydinlatma
Viko 50A Kompakt Tip Termik Manyetik Güç Şalteri,1655.29,elektrik-ve-aydinlatma
Viko 4'lü Kablosuz Grup Priz Klemensli,163.07,elektrik-ve-aydinlatma
Viko 4'lü Kablosuz Anahtarlı Grup Priz Klemensli,266.84,elektrik-ve-aydinlatma
Viko 3x63 Otomatik Sigorta,345.48,elektrik-ve-aydinlatma
Viko 3X40A Otomatik Sigorta,311.51,elektrik-ve-aydinlatma
Viko 3X32A Otomatik Sigorta,276.39,elektrik-ve-aydinlatma
Viko 3X25A Otomatik Sigorta,264.43,elektrik-ve-aydinlatma
Viko 3x20A Otomatik Sigorta,264.43,elektrik-ve-aydinlatma
Viko 3x125A Otomatik Sigorta,1309.8,elektrik-ve-aydinlatma
Viko 3x100 Otomatik Sigorta,1089.41,elektrik-ve-aydinlatma
Viko 3'lü Kablosuz Grup Priz Klemensli,125.48,elektrik-ve-aydinlatma
Viko 3'lü 3 Metre Kablolu Grup Priz,327.19,elektrik-ve-aydinlatma
Viko 250A Kompakt Tip Termik Manyetik Güç Şalteri,3880.05,elektrik-ve-aydinlatma
Viko 2'li Kablosuz Anahtarlı Grup Priz Klemensli,204.36,elektrik-ve-aydinlatma
Viko 1x6A Otomatik Sigorta,88.08,elektrik-ve-aydinlatma
Viko 1x4A Otomatik Sigorta,103.08,elektrik-ve-aydinlatma
Viko 1x40A Otomatik Sigorta,92.05,elektrik-ve-aydinlatma
Viko 1x2A Otomatik Sigorta,103.08,elektrik-ve-aydinlatma
Viko 1x25A Otomatik Sigorta,72.04,elektrik-ve-aydinlatma
Viko 1x16A Otomatik Sigorta,72.04,elektrik-ve-aydinlatma
Viko 1x10A Otomatik Sigorta,72.04,elektrik-ve-aydinlatma
Viko 160A Kompakt Tip Termik Manyetik Güç Şalteri,2724.01,elektrik-ve-aydinlatma
Viko 125A Kompakt Tip Termik Manyetik Güç Şalteri,1826.51,elektrik-ve-aydinlatma
Viko 100A Kompakt Tip Termik Manyetik Güç Şalteri,1826.51,elektrik-ve-aydinlatma
Viko 1x32A Otomatik Sigorta,87.32,elektrik-ve-aydinlatma
Viko 1x20A Otomatik Sigorta,39.9,elektrik-ve-aydinlatma
Esem 3x63A Otomatik Sigorta,361.75,elektrik-ve-aydinlatma
Audio12'li HP'li Çift Sıra Zil Paneli,3259.01,elektrik-ve-aydinlatma
NOAS UV Antibakteriel Armatür,511.42,elektrik-ve-aydinlatma
K2 KT287A Priz Tip Mekanik Zaman Saati,145.41,elektrik-ve-aydinlatma
Kel-278L 60 Ledli Işıldak Beyaz,362.56,elektrik-ve-aydinlatma
UT105 Dijital Çok Fonksiyonlu Multimetre,2901.87,elektrik-ve-aydinlatma
Unit UT 200A AC Pensampermetre,979.96,elektrik-ve-aydinlatma
Unı-T Ut 120A Cep Tipi Digital Multımetre,890.31,elektrik-ve-aydinlatma
UnÄą-T Ut 33C+ Dijital Multimetre ÃlÃ§Ãž Aleti,653.31,elektrik-ve-aydinlatma
Voltaj Test ÃlÃ§Ãž Aleti UT15C UT-15C,1929.0,elektrik-ve-aydinlatma
Oktay 400-1 - 30 'Luk  Led Tavan  Beyaz,358.33,elektrik-ve-aydinlatma
Led panel 60x60 SÄąva AltÄą 40w-48w Beyaz IÅÄąk,269.9,elektrik-ve-aydinlatma
3 Ãipli 60 Ledli DÄąÅ Mekan Åerit KÄąrmÄązÄą 5mt,199.75,elektrik-ve-aydinlatma
Ekin Kafesli ArmatÃžr,63.0,elektrik-ve-aydinlatma
Makel Karea Beyaz Vavien,40.05,elektrik-ve-aydinlatma
Nead Aras Beyaz Yatay Dörtlü Çerçeve,19.04,elektrik-ve-aydinlatma
Nead Aras Beyaz Yatay İkili Çerçeve,8.73,elektrik-ve-aydinlatma
Nead Aras Beyaz Yatay Beşli Çerçeve,20.24,elektrik-ve-aydinlatma
Nead Aras Beyaz Yatay Üçlü Çerçeve,13.49,elektrik-ve-aydinlatma
Nead Aras Füme  Üçlü Anahtar,83.71,elektrik-ve-aydinlatma
Nead Aras Beyaz  Üçlü Anahtar,60.71,elektrik-ve-aydinlatma
Nead  Aras Beyaz Uydu Prizi Eko,47.61,elektrik-ve-aydinlatma
Çift Yönlü Acil Yönlendirme Armatürü Bay WC,198.28,elektrik-ve-aydinlatma
İzole Bant,15.9,elektrik-ve-aydinlatma
Oktay Adel 5'li Sarkıt Avize,4056.0,elektrik-ve-aydinlatma
Oktay Yakamoz 3'lü Avize,481.22,elektrik-ve-aydinlatma
Oktay Roma Tekli Sarkıt Avize Siyah,427.68,elektrik-ve-aydinlatma
Oktay Roma Tekli Sarkıt Avize Beyaz,427.68,elektrik-ve-aydinlatma
K2 6W 2700K E27 Flamanlı Rustik Ampul,67.86,elektrik-ve-aydinlatma
K2 6W 2700K E27 Flamanlı Rustik Ampul,116.33,elektrik-ve-aydinlatma
K2 T5 Ledli Floresan 4W 30cm Beyaz,63.98,elektrik-ve-aydinlatma
K2 T5 Ledli Floresan 9W 60cm Beyaz,91.12,elektrik-ve-aydinlatma
K2 T5 Ledli Floresan 9W 60cm Gün Işığı,91.12,elektrik-ve-aydinlatma
K2 T5 Ledli Floresan 14W 90cm Beyaz,67.27,elektrik-ve-aydinlatma
K2 T5 Ledli Floresan 18W 120cm Beyaz,142.5,elektrik-ve-aydinlatma
Kablo Kanalı Yapışkanlı 40x25 2 Mt,41.19,elektrik-ve-aydinlatma
Kablo Kanalı Yapışkanlı 40x16 2 Mt,39.04,elektrik-ve-aydinlatma
Kablo Kanalı Yapışkanlı 25x25 2Mt,30.71,elektrik-ve-aydinlatma
Kablo Kanalı Yapışkanlı 25x16 2Mt,23.92,elektrik-ve-aydinlatma
Kablo Kanalı Yapışkanlı 16x16 2Mt,17.69,elektrik-ve-aydinlatma
Kablo Kanalı Yapışkanlı 12x12  2 Mt,14.49,elektrik-ve-aydinlatma
Kablo Kanalı Yapışkanlı 40x40 2 Mt,55.08,elektrik-ve-aydinlatma
K2 7W 6500K E27 Şarjlı Led Ampul,116.33,elektrik-ve-aydinlatma
K2 KLD200B 16.7A Led Şerit Trafosu,215.21,elektrik-ve-aydinlatma
K2 KLD250 21A Led Şerit Trafosu,244.29,elektrik-ve-aydinlatma
K2 KLD120B 10.1A Led Şerit Trafosu,143.86,elektrik-ve-aydinlatma
K2 KLD360B 30A Led Şerit Trafosu,273.37,elektrik-ve-aydinlatma
Ray Klemensi 4mm,10.37,elektrik-ve-aydinlatma
Ray Klemensi 6mm,16.71,elektrik-ve-aydinlatma
Ray Klemensi 10mm,24.27,elektrik-ve-aydinlatma
Ray Klemensi 16mm,31.65,elektrik-ve-aydinlatma
Mutlusan 25x16 Yapışkanlı Kablo Kanalı Ceviz,76.89,elektrik-ve-aydinlatma
Mutlusan 25x25 Yapışkanlı Kablo Kanalı Ceviz,80.19,elektrik-ve-aydinlatma
Mutlusan 40x40 Kablo Kanalı Eko,65.89,elektrik-ve-aydinlatma
Mutlusan 60x40 Kablo Kanalı Eko,99.34,elektrik-ve-aydinlatma
Mutlusan 60x60 Kablo Kanalı Eko,104.24,elektrik-ve-aydinlatma
Mutlusan 100x40 Kablo Kanalı Eko,119.94,elektrik-ve-aydinlatma
Mutlusan 100x50 Kablo Kanalı Eko,220.33,elektrik-ve-aydinlatma
Mutlusan 100x60 Kablo Kanalı Eko,149.94,elektrik-ve-aydinlatma
Ray Klemensi 2.5mm,7.9,elektrik-ve-aydinlatma
Mutlusan 12x12 Yapışkanlı Kablo Kanalı Ceviz,61.49,elektrik-ve-aydinlatma
Kare Buşon 100 Amper,109.9,elektrik-ve-aydinlatma
Led Panel Spot 15W Sıva Altı Yuvarlak Günışığı,118.42,elektrik-ve-aydinlatma
Led Panel Spot 18W Sıva Altı Yuvarlak Beyaz Işık,66.83,elektrik-ve-aydinlatma
Led Panel Spot 3W Sıva Altı Yuvarlak Beyaz Işık,30.42,elektrik-ve-aydinlatma
Led Panel Spot 12W Sıva Altı Yuvarlak Beyaz Işık,53.13,elektrik-ve-aydinlatma
Led Panel Spot 9W Sıva Altı Yuvarlak Beyaz Işık,45.54,elektrik-ve-aydinlatma
Led Panel Spot 15W Sıva Altı Yuvarlak Beyaz Işık,59.2,elektrik-ve-aydinlatma
Sac Tava Kanal 200/40,406.44,elektrik-ve-aydinlatma
Sac Tava Kanal 50/40,159.9,elektrik-ve-aydinlatma
Sac Tava Kanal 70/40,174.9,elektrik-ve-aydinlatma
Konuşan Zil,18.29,elektrik-ve-aydinlatma
Zil Trafosu 15V Çise,220.15,elektrik-ve-aydinlatma
Audio Bus Plus Görüntülü Video Dağıtıcı,450.98,elektrik-ve-aydinlatma
Audio Bus Plus Görüntülü Video Yükseltici,933.43,elektrik-ve-aydinlatma
Audio AS2020 Kapıcısız Santral (Max. 25 Daire),4368.96,elektrik-ve-aydinlatma
"Kablo Bağı Klips Beyaz 2,5*200MM (100adet)",47.85,elektrik-ve-aydinlatma
"Kablo Bağı Klips Beyaz 3,6*300MM (100adet)",105.6,elektrik-ve-aydinlatma
"Kablo Bağı Klips Beyaz 4,8*380MM (100adet)",200.48,elektrik-ve-aydinlatma
Yer Altı Kofra Yük Kesicili,714.89,elektrik-ve-aydinlatma
Topraklama Şerit Aparatı (Demirden Şerite Bağlantı),33.49,elektrik-ve-aydinlatma
Audio 4.3 İnç Kapak,149.9,elektrik-ve-aydinlatma
Audio SA 201 Kapıcısız Şube,738.0,elektrik-ve-aydinlatma
Audio Bus Plus Görüntülü Dış Panel,6637.8,elektrik-ve-aydinlatma
Audio Bus Plus Görüntülü Güç Kaynağı 2445 60w,1431.61,elektrik-ve-aydinlatma
"Kablo Bağı Klips Beyaz  2,5*150MM (100adet)",37.13,elektrik-ve-aydinlatma
"Kablo Bağı Klips Siyah 2,5*150mm (100adet)",37.13,elektrik-ve-aydinlatma
2x18w Etanj Armatür,202.45,elektrik-ve-aydinlatma
1x36w Etanj Armatür,199.87,elektrik-ve-aydinlatma
14mm Kangal Boru Renkli,479.9,elektrik-ve-aydinlatma
18mm Kangal Boru Renkli,579.9,elektrik-ve-aydinlatma
60X60 Led Panel SÄąva ĂstĂź ArmatĂźr Ä°Ă§in BoĹ Kasa,149.9,elektrik-ve-aydinlatma
Audio 8'li HP'li Ăift SÄąra Zil Paneli,2633.18,elektrik-ve-aydinlatma
Audio 6'lÄą HP'li Ăift SÄąra Zil Paneli,2320.27,elektrik-ve-aydinlatma
Audio E12 Ekonomik KapÄącÄąsÄąz Ĺube,631.73,elektrik-ve-aydinlatma
Audio ES102 Santral (Ăift Zilli),5549.76,elektrik-ve-aydinlatma
1x18w Tms ArmatĂźr,175.99,elektrik-ve-aydinlatma
2x18W Tms ArmatĂźr,217.99,elektrik-ve-aydinlatma
ĂZPA ĂZ1605 1tr + 10w Otomat SÄąva AltÄą SayaĂ§ Panosu,1573.2,elektrik-ve-aydinlatma
ĂZPA ĂZ1304 30w Otomat + Pako Yeri SÄąva AltÄą SayaĂ§ Panosu,2003.76,elektrik-ve-aydinlatma
ĂZPA ĂZ1006 6mn TmĹ + Diyafon Yeri SÄąva AltÄą SayaĂ§ Panosu,3532.8,elektrik-ve-aydinlatma
ĂZPA ĂZ1010 10mn TmĹ + Diyafon Yeri SÄąva AltÄą SayaĂ§ Panosu,4912.8,elektrik-ve-aydinlatma
ĂZPA ĂZ1012 12mn TmĹ + Diyafon Yeri SÄąva AltÄą SayaĂ§ Panosu,5950.56,elektrik-ve-aydinlatma
ÖZPA ÖZ1051 1mn + 8w Otomat Sıva Üstü Sayaç Panosu,883.2,elektrik-ve-aydinlatma
Estel DT8 Diafon Kablosu (500m),3036.0,elektrik-ve-aydinlatma
Estel 1x2x0.80 Yangın İhbar Kablosu,565.8,elektrik-ve-aydinlatma
Estel 2x2x0.80 Yangın İhbar Kablosu,869.4,elektrik-ve-aydinlatma
Estel 6 Çift Telefon Kablosu,917.7,elektrik-ve-aydinlatma
Estel 2x0.75 Kordon Kablo,249.9,elektrik-ve-aydinlatma
Estel 2x0.75 Kordon Kablo Bakır,966.0,elektrik-ve-aydinlatma
Estel 2x0.75 Şeffaf Kordon Kablo Bakır,1035.0,elektrik-ve-aydinlatma
Estel 2x0.75 Kordon Kablo (500m),1099.0,elektrik-ve-aydinlatma
Estel 2+1 CCTV Kamera Kablosu,607.2,elektrik-ve-aydinlatma
Estel 4+1 CCTV Kamera Kablosu,759.0,elektrik-ve-aydinlatma
Estel 4+1 CCTV Kamera Kablosu (500m),3795.0,elektrik-ve-aydinlatma
Estel 1 Çift Telefon Kablosu,227.7,elektrik-ve-aydinlatma
Estel 2 Çift Telefon Kablosu,358.8,elektrik-ve-aydinlatma
Estel 2 Çift Telefon Kablosu (500m),1794.0,elektrik-ve-aydinlatma
Estel 3 Çift Telefon Kablosu,503.7,elektrik-ve-aydinlatma
Estel 4 Çift Telefon Kablosu,641.7,elektrik-ve-aydinlatma
Estel 5 Çift Telefon Kablosu,779.7,elektrik-ve-aydinlatma
Erse CCTV/Al 4x0.22 Kamera Kablosu (500m),11785.2,elektrik-ve-aydinlatma
Erse/Nexans Cat-6 U/UTP Data Kablosu,7199.0,elektrik-ve-aydinlatma
Erse DT-8 Diafon Kablosu,1899.0,elektrik-ve-aydinlatma
Erse RG6/U4 Cu/AL Koaksiyel Tv Kablosu (500m),9499.0,elektrik-ve-aydinlatma
Öznur 25mm NYA Kablo (100m),21831.6,elektrik-ve-aydinlatma
Erse CCTV/Al 2x0.22 Kamera Kablosu,1780.2,elektrik-ve-aydinlatma
Erse CCTV/Al 4x0.22 Kamera Kablosu,2357.04,elektrik-ve-aydinlatma
Erse 3 Çift Telefon Kablosu 3x2x0.5+0.5,2187.71,elektrik-ve-aydinlatma
Erse 3 Çift Telefon Kablosu 3x2x0.5+0.5 (500m),10939.31,elektrik-ve-aydinlatma
Erse 4 Çift Telefon Kablosu 4x2x0.5+0.5,2524.31,elektrik-ve-aydinlatma
Erse 5 Çift Telefon Kablosu 5x2x0.5+0.5,2973.11,elektrik-ve-aydinlatma
Erse J-Y(St)Y...Lg 2x2x0.8+0.4 Yangın Alarm Kablosu,3019.44,elektrik-ve-aydinlatma
Öznur 10 mm NYA Kablo (100m),8694.0,elektrik-ve-aydinlatma
Öznur 16 mm NYA Kablo (100m),13958.7,elektrik-ve-aydinlatma
Erse 1 Çift Telefon Kablosu 1x2x0.5+0.5,835.7,elektrik-ve-aydinlatma
Erse 1 Çift Telefon Kablosu 1x2x0.5+0.5 (500m),4175.1,elektrik-ve-aydinlatma
Erse 2 Çift Telefon Kablosu 2x2x0.5+0.5,1647.45,elektrik-ve-aydinlatma
Erse 2 Çift Telefon Kablosu 2x2x0.5+0.5 (500m),8237.27,elektrik-ve-aydinlatma
Öznur 5x2.5 NYM (NVV) Kablo,11894.22,elektrik-ve-aydinlatma
Öznur 4x16 NYM (NVV) Kablo,57515.64,elektrik-ve-aydinlatma
Siemens 1x20A Otomatik Sigorta,99.9,elektrik-ve-aydinlatma
Oag 80A Kompakt Tip Termik Manyetik Güç Şalteri,1269.9,elektrik-ve-aydinlatma
Makara 20 mt 3x1.5 TTR Kablo,494.39,elektrik-ve-aydinlatma
Makara 30 mt 3x1.5 TTR Kablo,574.89,elektrik-ve-aydinlatma
Makara 35 mt 3x1.5 TTR Kablo,624.34,elektrik-ve-aydinlatma
Makara 50 mt 3x1.5 TTR Kablo,734.74,elektrik-ve-aydinlatma
Boş Seyyar Kablo Makarası,374.9,elektrik-ve-aydinlatma
Esem 3x32A Otomatik Sigorta,277.5,elektrik-ve-aydinlatma
Esem Kaçak Akım Rölesi 1x40 30mA,561.33,elektrik-ve-aydinlatma
Esem Kaçak Akım Rölesi 1x40 300mA,561.33,elektrik-ve-aydinlatma
Esem Kaçak Akım Rölesi 3x40 30mA,760.91,elektrik-ve-aydinlatma
Heron Kaçak Akım Rölesi 1x40 300mA,364.9,elektrik-ve-aydinlatma
Heron Kaçak Akım Rölesi 3x40 300mA,403.92,elektrik-ve-aydinlatma
Heron Kaçak Akım Rölesi 3x40 30mA,403.92,elektrik-ve-aydinlatma
Oag 100A Kompakt Tip Termik Manyetik Güç Şalteri,1279.9,elektrik-ve-aydinlatma
Oag 63A Kompakt Tip Termik Manyetik Güç Şalteri,1259.9,elektrik-ve-aydinlatma
Esem 1x20A Otomatik Sigorta,76.5,elektrik-ve-aydinlatma
Esem 1x25A Otomatik Sigorta,64.86,elektrik-ve-aydinlatma
Esem 1x2A Otomatik Sigorta,80.25,elektrik-ve-aydinlatma
Esem 1x32A Otomatik Sigorta,78.17,elektrik-ve-aydinlatma
Esem 1x40A Otomatik Sigorta,85.24,elektrik-ve-aydinlatma
Esem 1x50A Otomatik Sigorta,93.56,elektrik-ve-aydinlatma
Esem 1x63A Otomatik Sigorta,97.71,elektrik-ve-aydinlatma
Esem 1x6A Otomatik Sigorta,71.52,elektrik-ve-aydinlatma
Esem 3x50A Otomatik Sigorta,345.11,elektrik-ve-aydinlatma
Makel Kaçak Akım Rölesi 1x40 30mA,538.67,elektrik-ve-aydinlatma
Makel Kaçak Akım Rölesi 1x40 300mA,414.9,elektrik-ve-aydinlatma
Makel Kaçak Akım Rölesi 1x63 300mA,441.38,elektrik-ve-aydinlatma
Makel Kaçak Akım Rölesi 1x63 30mA,450.49,elektrik-ve-aydinlatma
Makel Kaçak Akım Rölesi 3x63 30mA,876.96,elektrik-ve-aydinlatma
Makel Kaçak Akım Rölesi 3x40 300mA,715.77,elektrik-ve-aydinlatma
Makel Kaçak Akım Rölesi 3x63 300mA,785.92,elektrik-ve-aydinlatma
Esem 1x16A Otomatik Sigorta,64.86,elektrik-ve-aydinlatma
Susta Çelik 25 Mt,396.0,elektrik-ve-aydinlatma
Susta Çelik 15 Mt,234.0,elektrik-ve-aydinlatma
Susta Çelik 10 Mt,162.0,elektrik-ve-aydinlatma
Makel Kontaktör KNC1-2511,697.39,elektrik-ve-aydinlatma
Makel Kontaktör KNC1-3211,681.51,elektrik-ve-aydinlatma
Makel Kontaktör KNC1-4011,1395.62,elektrik-ve-aydinlatma
Makel Kontaktör KNC1-6511,1382.14,elektrik-ve-aydinlatma
Makel 4X40A Otomatik Sigorta Nötr Kesicili,374.41,elektrik-ve-aydinlatma
Makel 125A Kompakt Tip Termik Manyetik Güç Şalteri,2343.0,elektrik-ve-aydinlatma
Makel 200A Kompakt Tip Termik Manyetik Güç Şalteri,3185.87,elektrik-ve-aydinlatma
Makel 80A Kompakt Tip Termik Manyetik Güç Şalteri,2211.0,elektrik-ve-aydinlatma
Makel Kompanzasyon Kontaktörü KNC19-12,539.59,elektrik-ve-aydinlatma
Makel Kompanzasyon Kontaktörü KNC19-18,597.93,elektrik-ve-aydinlatma
Makel Kontaktör KNC1-5011,1200.85,elektrik-ve-aydinlatma
Makel Kontaktör KNC1-0911,436.39,elektrik-ve-aydinlatma
Makel Kontaktör KNC1-1211,463.95,elektrik-ve-aydinlatma
Makel Kontaktör KNC1-1811,528.68,elektrik-ve-aydinlatma
Makel 1x25A Otomatik Sigorta,82.8,elektrik-ve-aydinlatma
Makel 1x32A Otomatik Sigorta,95.25,elektrik-ve-aydinlatma
Makel 1x40A Otomatik Sigorta,85.04,elektrik-ve-aydinlatma
Makel 1x4A Otomatik Sigorta,85.04,elektrik-ve-aydinlatma
Makel 3X25A Otomatik Sigorta,225.41,elektrik-ve-aydinlatma
Makel 3X32A Otomatik Sigorta,342.31,elektrik-ve-aydinlatma
Makel 3X40A Otomatik Sigorta,387.53,elektrik-ve-aydinlatma
Makel 4X32A Otomatik Sigorta Nötr Kesicili,330.98,elektrik-ve-aydinlatma
Siemens 80A Kompakt Tip Termik Manyetik Güç Şalteri,3072.48,elektrik-ve-aydinlatma
Siemens 400A Ayarlanabilir Kompakt Tip Termik Manyetik Güç Şalteri,15621.88,elektrik-ve-aydinlatma
Siemens Kaçak Akım Rölesi 3x63 30mA,1937.07,elektrik-ve-aydinlatma
Siemens Kaçak Akım Rölesi 3x63 300mA,1590.11,elektrik-ve-aydinlatma
Siemens Kaçak Akım Rölesi 3x80 300mA,3863.61,elektrik-ve-aydinlatma
Siemens 200A Kompakt Tip Termik Manyetik Güç Şalteri,6693.27,elektrik-ve-aydinlatma
Siemens 250A Kompakt Tip Termik Manyetik Güç Şalteri,6820.78,elektrik-ve-aydinlatma
Siemens 63A Kompakt Tip Termik Manyetik Güç Şalteri,2725.98,elektrik-ve-aydinlatma
Siemens 100A Kompakt Tip Termik Manyetik Güç Şalteri,3072.48,elektrik-ve-aydinlatma
Siemens 125A Kompakt Tip Termik Manyetik Güç Şalteri,4390.29,elektrik-ve-aydinlatma
Siemens 160A Kompakt Tip Termik Manyetik Güç Şalteri,4556.61,elektrik-ve-aydinlatma
Siemens 3X25A Otomatik Sigorta,522.2,elektrik-ve-aydinlatma
Siemens 3x32A Otomatik Sigorta,546.24,elektrik-ve-aydinlatma
Siemens 3X40A Otomatik Sigorta,556.17,elektrik-ve-aydinlatma
Siemens 3X50A Otomatik Sigorta,796.63,elektrik-ve-aydinlatma
Siemens 3X63A Otomatik Sigorta,963.55,elektrik-ve-aydinlatma
Siemens 3X80A Otomatik Sigorta,3588.08,elektrik-ve-aydinlatma
Siemens Kaçak Akım Rölesi 1x40 30mA,1249.9,elektrik-ve-aydinlatma
Siemens Kaçak Akım Rölesi 1x40 300mA,1134.9,elektrik-ve-aydinlatma
Siemens Kaçak Akım Rölesi 3x40 300mA,1594.9,elektrik-ve-aydinlatma
Siemens Kaçak Akım Rölesi 3x40 30mA,1594.9,elektrik-ve-aydinlatma
Siemens 1x3A Otomatik Sigorta,201.17,elektrik-ve-aydinlatma
Siemens 1x40A Otomatik Sigorta,141.91,elektrik-ve-aydinlatma
Siemens 1x4A Otomatik Sigorta,185.12,elektrik-ve-aydinlatma
Siemens 1x50A Otomatik Sigorta,215.57,elektrik-ve-aydinlatma
Siemens 1x63A Otomatik Sigorta,290.11,elektrik-ve-aydinlatma
Siemens 1x6A Otomatik Sigorta,123.74,elektrik-ve-aydinlatma
Siemens 3x100A Otomatik Sigorta,3905.19,elektrik-ve-aydinlatma
Siemens 3x125A Otomatik Sigorta,4267.77,elektrik-ve-aydinlatma
Siemens 3X16A Otomatik Sigorta,522.2,elektrik-ve-aydinlatma
Siemens 3x20A Otomatik Sigorta,522.2,elektrik-ve-aydinlatma
Siemens Termik Röle 3UA59 2.5-4A,1304.96,elektrik-ve-aydinlatma
Siemens Termik Röle 3UA59 25-40A,2110.93,elektrik-ve-aydinlatma
Siemens Termik Röle 3UA59 16-25A,1501.19,elektrik-ve-aydinlatma
Siemens Termik Röle 3UA59 4-6.3A,1304.96,elektrik-ve-aydinlatma
Siemens Termik Röle 3UA59 6.3-10A,1304.96,elektrik-ve-aydinlatma
Siemens 1x10A Otomatik Sigorta,102.63,elektrik-ve-aydinlatma
Siemens 1x25A Otomatik Sigorta,99.9,elektrik-ve-aydinlatma
Siemens 1x2A Otomatik Sigorta,185.12,elektrik-ve-aydinlatma
Çivili Beton Kroşe No:5 / 100 Adet,58.5,elektrik-ve-aydinlatma
Çivili Beton Kroşe No:6 / 100 Adet,58.5,elektrik-ve-aydinlatma
Çivili Beton Kroşe No:7 / 100 Adet,112.5,elektrik-ve-aydinlatma
Çivili Beton Kroşe No:8 / 100 Adet,144.0,elektrik-ve-aydinlatma
26mm Spiral Boru Siyah (50m),449.0,elektrik-ve-aydinlatma
14mm Plastik Dirsek,1.99,elektrik-ve-aydinlatma
Sac Tava Kanal 100/40,209.9,elektrik-ve-aydinlatma
Sac Tava Ek Parçası,13.33,elektrik-ve-aydinlatma
Sac Tava Tespit,22.98,elektrik-ve-aydinlatma
Çivili Beton Kroşe No:1 / 100 Adet,29.25,elektrik-ve-aydinlatma
Çivili Beton Kroşe No:2 / 100 Adet,29.25,elektrik-ve-aydinlatma
Çivili Beton Kroşe No:3 / 100 Adet,38.25,elektrik-ve-aydinlatma
Çivili Beton Kroşe No:4 / 100 Adet,38.25,elektrik-ve-aydinlatma
Şerit Led Trafo  3 Amper,79.9,elektrik-ve-aydinlatma
Şerit Led Trafo Slim Kasa 5 Amper,88.9,elektrik-ve-aydinlatma
Şerit Led Trafo Slim Kasa 10 Amper,130.5,elektrik-ve-aydinlatma
"Şerit Led Trafo Slim Kasa 12,5 Amper",143.99,elektrik-ve-aydinlatma
"Şerit Led Trafo Slim Kasa 16,5 Amper",149.9,elektrik-ve-aydinlatma
Şerit Led Trafo Slim Kasa 21 Amper,162.9,elektrik-ve-aydinlatma
Şerit Led Trafo Slim Kasa 30 Amper,187.5,elektrik-ve-aydinlatma
"Şerit Led Trafo Slim Kasa 8,5 Amper",96.9,elektrik-ve-aydinlatma
Tek Çipli İç Mekan Şerit Led Kırmızı 5mt,113.5,elektrik-ve-aydinlatma
Tek Çipli İç Mekan Şerit Led Mavi 5mt,103.5,elektrik-ve-aydinlatma
Tek Çipli İç Mekan Şerit Led Yeşil 5mt,113.5,elektrik-ve-aydinlatma
3 Çipli 60 Ledli Dış Mekan Şerit Led Mavi 5mt,189.75,elektrik-ve-aydinlatma
3 Çipli 60 Ledli Dış Mekan Şerit Led RGB 5mt,204.9,elektrik-ve-aydinlatma
3 Çipli 60 Ledli Dış Mekan Şerit Led Yeşil 5mt,199.75,elektrik-ve-aydinlatma
